Character,Book,Page,Chapter No,Chapter Name,POV,Title,Forename,Surname,OldSurname,Alias,RegnalNo,Gender,AliveStatus
Vogarro,A Dance with Dragons,364,27,Tyrion VII,Tyrion Lannister,,Vogarro,,,,,M,
Parquello Vaelaros,A Dance with Dragons,367,27,Tyrion VII,Tyrion Lannister,,Parquello,Vaelaros,,,,M,
Belicho Staegone,A Dance with Dragons,367,27,Tyrion VII,Tyrion Lannister,,Belicho,Staegone,,,,M,
Triarch Trianna,A Dance with Dragons,367,27,Tyrion VII,Tyrion Lannister,Triarch,Trianna,,,,,F,
Oppo,A Dance with Dragons,369,27,Tyrion VII,Tyrion Lannister,,Oppo,,,,,M,D
Penny,A Dance with Dragons,370,27,Tyrion VII,Tyrion Lannister,,Penny,,,,,F,
Jace,A Dance with Dragons,374,28,Jon VI,Jon Snow,,Jace,,,,,M,
"Garth, Of Wolf's Den",A Dance with Dragons,382,29,Davos IV,Davos Seaworth,,Garth,,,Of Wolf's Den,,M,
Therry,A Dance with Dragons,383,29,Davos IV,Davos Seaworth,,Therry,,,,,M,
Ser Bartimus,A Dance with Dragons,383,29,Davos IV,Davos Seaworth,Ser,Bartimus,,,,,M,
"King Osgood Arryn, The Old Falcon",A Dance with Dragons,384,29,Davos IV,Davos Seaworth,King,Osgood,Arryn,,The Old Falcon,,M,
The Talon,A Dance with Dragons,384,29,Davos IV,Davos Seaworth,,?,,,The Talon,,M,
"Brandon Stark, Ice Eyes",A Dance with Dragons,385,29,Davos IV,Davos Seaworth,,Brandon,Stark,,Ice Eyes,,M,
Wynafryd Manderly,A Dance with Dragons,384,29,Davos IV,Davos Seaworth,,Wynafryd,Manderly,,,,F,
Miklaz,A Dance with Dragons,398,30,Daenerys V,Daenerys Targaryen,,Miklaz,,,,,?,
Kezmya,A Dance with Dragons,398,30,Daenerys V,Daenerys Targaryen,,Kezmya,,,,,F,
Ezzara,A Dance with Dragons,398,30,Daenerys V,Daenerys Targaryen,,Ezzara,,,,,F,
Morgan,A Dance with Dragons,414,31,Melisandre I,Melisandre,,Morgan,,,,,M,
Merrel,A Dance with Dragons,414,31,Melisandre I,Melisandre,,Merrel,,,,,M,
"Alf, Of Runnymudd",A Dance with Dragons,416,31,Melisandre I,Melisandre,,Alf,,,Of Runnymudd,,M,
Lord Harwood Stout,A Dance with Dragons,422,32,Reek III,Theon Greyjoy,Lord,Harwood,Stout,,,,M,
Will Short,A Dance with Dragons,422,32,Reek III,Theon Greyjoy,,Will,Short,,,,M,
Lady Barbrey Dustin,A Dance with Dragons,424,32,Reek III,Theon Greyjoy,Lady,Barbrey,Dustin,,,,F,
Roose Ryswell,A Dance with Dragons,424,32,Reek III,Theon Greyjoy,,Roose,Ryswell,,,,M,
Luton,A Dance with Dragons,429,32,Reek III,Theon Greyjoy,,Luton,,,,,M,D
Maester Uthor,A Dance with Dragons,430,32,Reek III,Theon Greyjoy,Maester,Uthor,,,,,M,
Moqorro,A Dance with Dragons,434,33,Tyrion VIII,Tyrion Lannister,,Moqorro,,,,,M,
Triarch Belicho,A Dance with Dragons,439,33,Tyrion VIII,Tyrion Lannister,Triarch,Belicho,,,,,M,
"Lord Fowler, Dornish Lord Fowler",A Dance with Dragons,441,33,Tyrion VIII,Tyrion Lannister,Lord,?,Fowler,,Dornish Lord Fowler,,M,
Hop-Bean,A Dance with Dragons,443,33,Tyrion VIII,Tyrion Lannister,,Hop-Bean,,,,,M,
Ash,A Dance with Dragons,448,34,Bran III,Bran Stark,,Ash,,,,,?,
Leaf,A Dance with Dragons,448,34,Bran III,Bran Stark,,Leaf,,,,,F,
Scales,A Dance with Dragons,448,34,Bran III,Bran Stark,,Scales,,,,,?,
Black Knife,A Dance with Dragons,448,34,Bran III,Bran Stark,,Black Knife,,,,,?,
Snowylocks,A Dance with Dragons,448,34,Bran III,Bran Stark,,Snowylocks,,,,,F,
Coals,A Dance with Dragons,448,34,Bran III,Bran Stark,,Coals,,,,,?,
Tom Barleycorn,A Dance with Dragons,463,35,Jon VII,Jon Snow,,Tom,Barleycorn,,,,M,
"Duncan Liddle, Big Liddle",A Dance with Dragons,463,35,Jon VII,Jon Snow,,Duncan,Liddle,,Big Liddle,,M,
"Luke, Of Longtown",A Dance with Dragons,463,35,Jon VII,Jon Snow,,Luke,,,Of Longtown,,M,
Leathers,A Dance with Dragons,463,35,Jon VII,Jon Snow,,Leathers,,,,,M,
Jax,A Dance with Dragons,463,35,Jon VII,Jon Snow,,Jax,,,,,M,
Alysane Mormont,A Dance with Dragons,470,35,Jon VII,Jon Snow,,Alysane,Mormont,,,,F,
Lord Slate,A Dance with Dragons,485,37,The Prince of Winterfell,Theon Greyjoy,Lord,?,Slate,,,,M,
Maester Medrick,A Dance with Dragons,495,37,The Prince of Winterfell,Theon Greyjoy,Maester,Medrick,,,,,M,
Maester Rhodry,A Dance with Dragons,495,37,The Prince of Winterfell,Theon Greyjoy,Maester,Rhodry,,,,,M,
Maester Henly,A Dance with Dragons,495,37,The Prince of Winterfell,Theon Greyjoy,Maester,Henly,,,,,M,
Maester Walys,A Dance with Dragons,495,37,The Prince of Winterfell,Theon Greyjoy,Maester,Walys,,Flowers,,,M,
"Daenerys Targaryen, Daughter of Aegon IV",A Dance with Dragons,500,38,The Watcher,Areo Hotah,,Daenerys,Targaryen,,Daughter of Aegon IV,,F,
"Wun Weg Wun Dar Wun, Wun Wun",A Dance with Dragons,517,39,Jon VIII,Jon Snow,,Wun,Weg Wun Dar Wun,,Wun Wun,,M,
Myrtle,A Dance with Dragons,539,41,The Turncloak,Theon Greyjoy,,Myrtle,,,,,F,D
Holly,A Dance with Dragons,539,41,The Turncloak,Theon Greyjoy,,Holly,,,,,F,D
Rowan,A Dance with Dragons,539,41,The Turncloak,Theon Greyjoy,,Rowan,,,,,F,D
"Beron, Serjeant for House Dustin",A Dance with Dragons,544,41,The Turncloak,Theon Greyjoy,,Beron,,,Serjeant for House Dustin,,M,
"Morgan Liddle, Middle Liddle",A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,,Morgan,Liddle,,Middle Liddle,,M,
"Lord Brandon Norrey, The Norrey",A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,Lord,Brandon,Norrey,,The Norrey,,M,
"Hugo Wull, Big Bucket Wull",A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,,Hugo,Wull,,Big Bucket Wull,,M,
Artos Flint,A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,,Artos,Flint,,,,M,
Lord Robin Peasebury,A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,Lord,Robin,Peasebury,,,,M,
Lyra Mormont,A Dance with Dragons,554,42,The King's Prize,Asha Greyjoy,,Lyra,Mormont,,,,F,
"Jorelle Mormont, Jory",A Dance with Dragons,554,42,The King's Prize,Asha Greyjoy,,Jorelle,Mormont,,Jory,,F,
Benjicot Branch,A Dance with Dragons,557,42,The King's Prize,Asha Greyjoy,,Benjicot,Branch,,,,M,
Ser Harys Cobb,A Dance with Dragons,559,42,The King's Prize,Asha Greyjoy,Ser,Harys,Cobb,,,,M,
"William Foxglove, Will Foxglove",A Dance with Dragons,559,42,The King's Prize,Asha Greyjoy,,William,Foxglove,,Will Foxglove,,M,
"Donnel Flint, Black Donnel Flint",A Dance with Dragons,560,42,The King's Prize,Asha Greyjoy,,Donnel,Flint,,Black Donnel Flint,,M,
"Jack, Ginger Jack",A Dance with Dragons,569,43,Daenerys VII,Daenerys Targaryen,,Jack,,,Ginger Jack,,M,
Ser Narbert Grandison,A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser,Narbert,Grandison,,,,M,
Ser Benethon Scales,A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser,Benethon,Scales,,,,M,
Ser Brus Buckler,A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser,Brus,Buckler,,,,M,
"Ser Patrek, Of King's Mountain",A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser,Patrek,,,Of King's Mountain,,M,D
"Ser Dorden, The Dour",A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser,Dorden,,,The Dour,,M,
"Ser Malegorn, Of Redpool",A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser,Malegorn,,,Of Redpool,,M,
Ser Lambert Whitewater,A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser,Lambert,Whitewater,,,,M,
Ser Perkin Follard,A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser,Perkin,Follard,,,,M,
Tycho Nestoris,A Dance with Dragons,580,44,Jon IX,Jon Snow,,Tycho,Nestoris,,,,M,
Dannel,A Dance with Dragons,588,44,Jon IX,Jon Snow,,Dannel,,,,,M,
Cregan Karstark,A Dance with Dragons,590,44,Jon IX,Jon Snow,,Cregan,Karstark,,,,M,
Tormo Fregar,A Dance with Dragons,594,45,The Blind Girl,Arya Stark,,Tormo,Fregar,,,,M,
Pynto,A Dance with Dragons,601,45,The Blind Girl,Arya Stark,,Pynto,,,,,M,
"Gelmar, The Grim",A Dance with Dragons,608,46,A Ghost in Winterfell,Theon Greyjoy,,Gelmar,,,The Grim,,M,
Nurse,A Dance with Dragons,622,47,Tyrion X,Tyrion Lannister,,Nurse,,,,,M,D
Zahrina,A Dance with Dragons,624,47,Tyrion X,Tyrion Lannister,,Zahrina,,,,,F,
Sweets,A Dance with Dragons,627,47,Tyrion X,Tyrion Lannister,,Sweets,,,,,?,U
Hildy,A Dance with Dragons,634,48,Jaime I,Jaime Lannister,,Hildy,,,,,M,
Barba Bracken,A Dance with Dragons,636,48,Jaime I,Jaime Lannister,,Barba,Bracken,,,,F,
Lady Melissa Blackwood,A Dance with Dragons,636,48,Jaime I,Jaime Lannister,Lady,Melissa,Blackwood,,,,F,
Bethany Blackwood,A Dance with Dragons,640,48,Jaime I,Jaime Lannister,,Bethany,Blackwood,,,,F,
Ben Blackwood,A Dance with Dragons,640,48,Jaime I,Jaime Lannister,,Ben,Blackwood,,,,M,
Robert Blackwood,A Dance with Dragons,640,48,Jaime I,Jaime Lannister,,Robert,Blackwood,,,,M,
Brynden Blackwood,A Dance with Dragons,640,48,Jaime I,Jaime Lannister,,Brynden,Blackwood,,,,M,
"Hoster Blackwood, Hos",A Dance with Dragons,640,48,Jaime I,Jaime Lannister,,Hoster,Blackwood,,Hos,,M,
"Harry Rivers, Bastard of Bracken",A Dance with Dragons,640,48,Jaime I,Jaime Lannister,,Harry,Rivers,,Bastard of Bracken,,M,
"Harry Merrell, Hot Harry Merrell",A Dance with Dragons,644,48,Jaime I,Jaime Lannister,,Harry,Merrell,,Hot Harry Merrell,,M,
Harsley,A Dance with Dragons,645,48,Jaime I,Jaime Lannister,,Harsley,,,,,M,
Lacey,A Dance with Dragons,645,48,Jaime I,Jaime Lannister,,Lacey,,,,,F,
"Lord Torghen Flint, Old Flint/The Flint",A Dance with Dragons,655,49,Jon X,Jon Snow,Lord,Torghen,Flint,,Old Flint/The Flint,,M,
Gylo Rhegan,A Dance with Dragons,662,50,Daenerys VIII,Daenerys Targaryen,,Gylo,Rhegan,,,,M,
Hero,A Dance with Dragons,663,50,Daenerys VIII,Daenerys Targaryen,,Hero,,,,,M,
Marghaz zo Loraq,A Dance with Dragons,663,50,Daenerys VIII,Daenerys Targaryen,,Marghaz,zo Loraq,,,,M,
Squirrel,A Dance with Dragons,673,51,Theon I,Theon Greyjoy,,Squirrel,,,,,F,D
"Willow, Willow Witch-eye",A Dance with Dragons,679,51,Theon I,Theon Greyjoy,,Willow,,,Willow Witch-eye,,F,
Frenya,A Dance with Dragons,674,51,Theon I,Theon Greyjoy,,Frenya,,,,,F,D
"Tom Codd, Bloodless Tom",A Dance with Dragons,742,56,The Iron Suitor,Victarion Greyjoy,,Tom,Codd,,Bloodless Tom,,M,
"Daegon Shepherd, The Black Shepherd",A Dance with Dragons,742,56,The Iron Suitor,Victarion Greyjoy,,Daegon,Shepherd,,The Black Shepherd,,M,
"Rodrik Sparr, The Vole",A Dance with Dragons,742,56,The Iron Suitor,Victarion Greyjoy,,Rodrik,Sparr,,The Vole,,M,
Maester Kerwin,A Dance with Dragons,734,55,The Queensguard,Barristan Selmy,Maester,Kerwin,,,,,M,D
Burton Humble,A Dance with Dragons,747,56,The Iron Suitor,Victarion Greyjoy,,Burton,Humble,,,,M,
Longwater Pyke,A Dance with Dragons,749,56,The Iron Suitor,Victarion Greyjoy,,Longwater,Pyke,,,,M,
Scar,A Dance with Dragons,756,57,Tyrion XI,Tyrion Lannister,,Scar,,,,,M,
Morgo,A Dance with Dragons,758,57,Tyrion XI,Tyrion Lannister,,Morgo,,,,,M,
Viserys Plumm,A Dance with Dragons,767,57,Tyrion XI,Tyrion Lannister,,Viserys,Plumm,,,,M,
"Tybero Istarion, Inkpots",A Dance with Dragons,768,57,Tyrion XI,Tyrion Lannister,,Tybero,Istarion,,Inkpots,,M,
"Kasporio, The Cunning/The Cunt",A Dance with Dragons,768,57,Tyrion XI,Tyrion Lannister,,Kasporio,,,The Cunning/The Cunt,,M,
"Maris, Black Maris",A Dance with Dragons,770,58,Jon XII,Jon Snow,,Maris,,,Black Maris,,F,
"Fulk, The Flea",A Dance with Dragons,771,58,Jon XII,Jon Snow,,Fulk,,,The Flea,,M,
"Garrett, Garrett Greenspear",A Dance with Dragons,771,58,Jon XII,Jon Snow,,Garrett,,,Garrett Greenspear,,M,
Dryn,A Dance with Dragons,772,58,Jon XII,Jon Snow,,Dryn,,,,,M,
Soren Shieldbreaker,A Dance with Dragons,773,58,Jon XII,Jon Snow,,Soren,Shieldbreaker,,,,M,
Gerrick Kingsblood,A Dance with Dragons,773,58,Jon XII,Jon Snow,,Gerrick,Kingsblood,,,,M,
"Harle, The Huntsman",A Dance with Dragons,773,58,Jon XII,Jon Snow,,Harle,,,The Huntsman,,M,
"Harle, The Handsome",A Dance with Dragons,773,58,Jon XII,Jon Snow,,Harle,,,The Handsome,,M,
Howd Wanderer,A Dance with Dragons,773,58,Jon XII,Jon Snow,,Howd,Wanderer,,,,M,
Brogg,A Dance with Dragons,773,58,Jon XII,Jon Snow,,Brogg,,,,,M,
Devyn Sealskinner,A Dance with Dragons,773,58,Jon XII,Jon Snow,,Devyn,Sealskinner,,,,M,
"Kyleg, Of the Wooden Ear",A Dance with Dragons,773,58,Jon XII,Jon Snow,,Kyleg,,,Of the Wooden Ear,,M,
"Morna, White Mask",A Dance with Dragons,773,58,Jon XII,Jon Snow,,Morna,,,White Mask,,F,
The Great Walrus,A Dance with Dragons,773,58,Jon XII,Jon Snow,,?,,,The Great Walrus,,?,
"Harghaz, The Hero",A Dance with Dragons,784,59,The Discarded Knight,Barristan Selmy,,Harghaz,,,The Hero,,M,
Beans,A Dance with Dragons,793,60,The Spurned Suitor,Quentyn Martell,,Beans,,,,,M,
Malo Jayn,A Dance with Dragons,802,61,The Griffin Reborn,Jon Connington,,Malo,Jayn,,,,M,
Ser Brendel Byrne,A Dance with Dragons,802,61,The Griffin Reborn,Jon Connington,Ser,Brendel,Byrne,,,,M,
Lord Armond Connington,A Dance with Dragons,803,61,The Griffin Reborn,Jon Connington,Lord,Armond,Connington,,,,M,
Lord Morrigen,A Dance with Dragons,803,61,The Griffin Reborn,Jon Connington,Lord,?,Morrigen,,,,M,
Ser Ronald Connington,A Dance with Dragons,804,61,The Griffin Reborn,Jon Connington,Ser,Ronald,Connington,,,,M,
Raymund Connington,A Dance with Dragons,805,61,The Griffin Reborn,Jon Connington,,Raymund,Connington,,,,M,
Alynne Connington,A Dance with Dragons,805,61,The Griffin Reborn,Jon Connington,,Alynne,Connington,,,,F,
Ronald Storm,A Dance with Dragons,805,61,The Griffin Reborn,Jon Connington,,Ronald,Storm,,,,M,
Ser Tristan,A Dance with Dragons,807,61,The Griffin Reborn,Jon Connington,Ser,Tristan,,,,,M,
Dick Cole,A Dance with Dragons,810,61,The Griffin Reborn,Jon Connington,,Dick,Cole,,,,M,
Lymond Pease,A Dance with Dragons,810,61,The Griffin Reborn,Jon Connington,,Lymond,Pease,,,,M,
Canty,A Dance with Dragons,817,62,The Sacrifice,Asha Greyjoy,,Canty,,,,,M,
Ser Humfrey Clifton,A Dance with Dragons,821,62,The Sacrifice,Asha Greyjoy,Ser,Humfrey,Clifton,,,,M,
Ser Ormund Wylde,A Dance with Dragons,821,62,The Sacrifice,Asha Greyjoy,Ser,Ormund,Wylde,,,,M,
"Ned Woods, Noseless Ned",A Dance with Dragons,822,62,The Sacrifice,Asha Greyjoy,,Ned,Woods,,Noseless Ned,,M,
Arthor Karstark,A Dance with Dragons,823,62,The Sacrifice,Asha Greyjoy,,Arthor,Karstark,,,,M,
Fingers,A Dance with Dragons,825,62,The Sacrifice,Asha Greyjoy,,Fingers,,,,,M,
Rook,A Dance with Dragons,825,62,The Sacrifice,Asha Greyjoy,,Rook,,,,,M,
Tom Tidewood,A Dance with Dragons,828,63,Victarion I,Victarion Greyjoy,,Tom,Tidewood,,,,M,
"Steffar, Steffar Stammerer",A Dance with Dragons,829,63,Victarion I,Victarion Greyjoy,,Steffar,,,Steffar Stammerer,,M,
Manfryd Merlyn,A Dance with Dragons,830,63,Victarion I,Victarion Greyjoy,,Manfryd,Merlyn,,,,M,
Izembaro,A Dance with Dragons,846,64,The Ugly Little Girl,Arya Stark,,Izembaro,,,,,M,
Ser Robert Strong,A Dance with Dragons,859,65,Cersei II,Cersei Lannister,Ser,Robert,Strong,,,,M,
Bokkoko,A Dance with Dragons,861,66,Tyrion XII,Tyrion Lannister,,Bokkoko,,,,,M,
Snatch,A Dance with Dragons,864,66,Tyrion XII,Tyrion Lannister,,Snatch,,,,,M,
Kem,A Dance with Dragons,866,66,Tyrion XII,Tyrion Lannister,,Kem,,,,,M,
Hammer,A Dance with Dragons,866,66,Tyrion XII,Tyrion Lannister,,Hammer,,,,,M,
Kennet,A Dance with Dragons,866,66,Tyrion XII,Tyrion Lannister,,Kennet,,,,,M,
Nail,A Dance with Dragons,867,66,Tyrion XII,Tyrion Lannister,,Nail,,,,,M,
Steelskin,A Dance with Dragons,873,67,The Kingbreaker,Barristan Selmy,,Steelskin,,,,,M,
Shiera Seastar,A Dance with Dragons,875,67,The Kingbreaker,Barristan Selmy,,Shiera,Seastar,,,,F,
Grazdar,A Dance with Dragons,875,67,The Kingbreaker,Barristan Selmy,,Grazdar,,,,,M,
Azzak,A Dance with Dragons,875,67,The Kingbreaker,Barristan Selmy,,Azzak,,,,,?,
Bhakaz,A Dance with Dragons,875,67,The Kingbreaker,Barristan Selmy,,Bhakaz,,,,,M,
Dhazzar,A Dance with Dragons,876,67,The Kingbreaker,Barristan Selmy,,Dhazzar,,,,,?,
Tumco Lho,A Dance with Dragons,877,67,The Kingbreaker,Barristan Selmy,,Tumco,Lho,,,,M,
"Larraq, The Lash",A Dance with Dragons,877,67,The Kingbreaker,Barristan Selmy,,Larraq,,,The Lash,,M,
The Red Lamb,A Dance with Dragons,877,67,The Kingbreaker,Barristan Selmy,,?,,,The Red Lamb,,M,
"Lord Whent, Old Lord Whent",A Dance with Dragons,878,67,The Kingbreaker,Barristan Selmy,Lord,?,Whent,,Old Lord Whent,,M,
Draqaz,A Dance with Dragons,882,67,The Kingbreaker,Barristan Selmy,,Draqaz,,,,,?,
Jezhene,A Dance with Dragons,886,67,The Kingbreaker,Barristan Selmy,,Jezhene,,,,,F,
"Gavin, The Trader",A Dance with Dragons,904,69,Jon XIII,Jon Snow,,Gavin,,,The Trader,,M,
"Doss, Blind Doss",A Dance with Dragons,904,69,Jon XIII,Jon Snow,,Doss,,,Blind Doss,,M,
Ygon Oldfather,A Dance with Dragons,904,69,Jon XIII,Jon Snow,,Ygon,Oldfather,,,,M,
Tal Toraq,A Dance with Dragons,917,70,The Queen's Hand,Barristan Selmy,,Tal,Toraq,,,,M,
Jokin,A Dance with Dragons,917,70,The Queen's Hand,Barristan Selmy,,Jokin,,,,,M,
The Widower,A Dance with Dragons,918,70,The Queen's Hand,Barristan Selmy,,?,,,The Widower,,M,
Lord Renfred Rykker,A Dance with Dragons,966,73,Appendix,N/A,Lord,Renfred,Rykker,,,,M,
Tyrion Tanner,A Dance with Dragons,966,73,Appendix,N/A,,Tyrion,Tanner,,,,M,
Earl Harlaw,A Dance with Dragons,971,73,Appendix,N/A,,Earl,Harlaw,,,,M,
Ser Richard Morrigen,A Dance with Dragons,979,73,Appendix,N/A,Ser,Richard,Morrigen,,,,M,
Lord Arstan Selmy,A Dance with Dragons,979,73,Appendix,N/A,Lord,Arstan,Selmy,,,,M,
Lord Casper Wylde,A Dance with Dragons,979,73,Appendix,N/A,Lord,Casper,Wylde,,,,M,
Lord Sebastion Errol,A Dance with Dragons,980,73,Appendix,N/A,Lord,Sebastion,Errol,,,,M,
Lord Clifford Swann,A Dance with Dragons,980,73,Appendix,N/A,Lord,Clifford,Swann,,,,M,
Lady Mary Mertyns,A Dance with Dragons,980,73,Appendix,N/A,Lady,Mary,Mertyns,,,,F,
Lady Alysanne Lefford,A Dance with Dragons,985,73,Appendix,N/A,Lady,Alysanne,Lefford,,,,F,
Ser Lorent Lorch,A Dance with Dragons,985,73,Appendix,N/A,Ser,Lorent,Lorch,,,,M,
Ser Tybolt Hetherspoon,A Dance with Dragons,985,73,Appendix,N/A,Ser,Tybolt,Hetherspoon,,,,M,
Lord Quentyn Qorgyle,A Dance with Dragons,987,73,Appendix,N/A,Lord,Quentyn,Qorgyle,,,,M,
Ser Symon Santagar,A Dance with Dragons,988,73,Appendix,N/A,Ser,Symon,Santagar,,,,M,
Lord Trebor Jordayne,A Dance with Dragons,988,73,Appendix,N/A,Lord,Trebor,Jordayne,,,,M,
Lord Daeron Vaith,A Dance with Dragons,988,73,Appendix,N/A,Lord,Daeron,Vaith,,,,M,
Jorelle Mormont,A Dance with Dragons,991,73,Appendix,N/A,,Jorelle,Mormont,,,,F,
Jyana Reed,A Dance with Dragons,991,73,Appendix,N/A,,Jyana,Reed,,,,F,
Lady Bethany Bolton,A Dance with Dragons,991,73,Appendix,N/A,Lady,Bethany,Bolton,Ryswell,,,F,
"Brandon Norrey, The Younger",A Dance with Dragons,992,73,Appendix,N/A,,Brandon,Norrey,,The Younger,,M,
"Lord Torren Liddle, The Liddle",A Dance with Dragons,992,73,Appendix,N/A,Lord,Torren,Liddle,,The Liddle,,M,
"Rickard Liddle, Little Liddle",A Dance with Dragons,992,73,Appendix,N/A,,Rickard,Liddle,,Little Liddle,,M,
Alyn Blackwood,A Dance with Dragons,993,73,Appendix,N/A,,Alyn,Blackwood,,,,M,
Edmund Blackwood,A Dance with Dragons,993,73,Appendix,N/A,,Edmund,Blackwood,,,,M,
Barbara Bracken,A Dance with Dragons,993,73,Appendix,N/A,,Barbara,Bracken,,,,F,
Jayne Bracken,A Dance with Dragons,993,73,Appendix,N/A,,Jayne,Bracken,,,,F,
Catelyn Bracken,A Dance with Dragons,993,73,Appendix,N/A,,Catelyn,Bracken,,,,F,
Bess Bracken,A Dance with Dragons,993,73,Appendix,N/A,,Bess,Bracken,,,,F,
Alysanne Bracken,A Dance with Dragons,993,73,Appendix,N/A,,Alysanne,Bracken,,,,F,
Eleanor Tarly,A Dance with Dragons,994,73,Appendix,N/A,,Eleanor,Tarly,Mooton,,,F,
Old Tattersalt,A Dance with Dragons,999,73,Appendix,N/A,,?,,,Old Tattersalt,,M,
Ser Maynard Holt,A Dance with Dragons,999,73,Appendix,N/A,Ser,Maynard,Holt,,,,M,
Russ Barleycorn,A Dance with Dragons,999,73,Appendix,N/A,,Russ,Barleycorn,,,,M,
Ferrego Antaryon,A Dance with Dragons,1005,73,Appendix,N/A,,Ferrego,Antaryon,,,,M,
Qarro Volentin,A Dance with Dragons,1005,73,Appendix,N/A,,Qarro,Volentin,,,,M,
The Daughter of the Dusk,A Dance with Dragons,1005,73,Appendix,N/A,,?,,,The Daughter of the Dusk,,F,
The Nightingale,A Dance with Dragons,1005,73,Appendix,N/A,,?,,,The Nightingale,,F,
Chezdhar zo Rhaezn,A Dance with Dragons,1008,73,Appendix,N/A,,Chezdhar,zo Rhaezn,,,,M,A
Maezon zo Rhaezn,A Dance with Dragons,1008,73,Appendix,N/A,,Maezon,zo Rhaezn,,,,M,A
Grazdhan zo Rhaezn,A Dance with Dragons,1008,73,Appendix,N/A,,Grazdhan,zo Rhaezn,,,,M,A
Torman Peake,A Dance with Dragons,1014,73,Appendix,N/A,,Torman,Peake,,,,M,A
Pykewood Peake,A Dance with Dragons,1014,73,Appendix,N/A,,Pykewood,Peake,,,,M,A
Caspor Hill,A Dance with Dragons,1014,73,Appendix,N/A,,Caspor,Hill,,,,M,A
Humfrey Stone,A Dance with Dragons,1014,73,Appendix,N/A,,Humfrey,Stone,,,,M,A
Will Cole,A Dance with Dragons,1014,73,Appendix,N/A,,Will,Cole,,,,M,A
Lorimas Mudd,A Dance with Dragons,1014,73,Appendix,N/A,,Lorimas,Mudd,,,,M,A
Jon Lothston,A Dance with Dragons,1014,73,Appendix,N/A,,Jon,Lothston,,,,M,A
Duncan Strong,A Dance with Dragons,1014,73,Appendix,N/A,,Duncan,Strong,,,,M,A
Denys Strong,A Dance with Dragons,1014,73,Appendix,N/A,,Denys,Strong,,,,M,A
Chains,A Dance with Dragons,1014,73,Appendix,N/A,,Chains,,,,,M,A
"John Mudd, Young John Mudd",A Dance with Dragons,1014,73,Appendix,N/A,,John,Mudd,,Young John Mudd,,M,A
Uhlan,A Dance with Dragons,1015,73,Appendix,N/A,,Uhlan,,,,,M,A
"Ser Arlan, Of Pennytree",The Hedge Knight,575,1,N/A,N/A,Ser,Arlan,,,Of Pennytree,,M,D
Lord Pearse Caron,The Hedge Knight,580,,,,Lord,Pearse,Caron,,,,M,D
Ser Lyonel Baratheon,The Hedge Knight,580,,,,Ser,Lyonel,Baratheon,,,,M,D
"Ser Otho Bracken, The Brute of Bracken",The Hedge Knight,580,,,,Ser,Otho,Bracken,,The Brute of Bracken,,M,D
Lord Quentyn Blackwood,The Hedge Knight,580,,,,Lord,Quentyn,Blackwood,,,,M,D
"Pate, Steely Pate",The Hedge Knight,583,,,,,Pate,,,Steely Pate,,M,D
Plummer,The Hedge Knight,588,,,,,Plummer,,,,,M,D
Lord Ashford,The Hedge Knight,590,,,,Lord,?,Ashford,,,,M,D
Ser Manfred Dondarrion,The Hedge Knight,590,,,,Ser,Manfred,Dondarrion,,,,M,D
"Prince Valarr Targaryen, The Young Prince",The Hedge Knight,592,,,,Prince,Valarr,Targaryen,,The Young Prince,,M,D
"Prince Matarys Targaryen, The Even Younger Prince",The Hedge Knight,592,,,,Prince,Matarys,Targaryen,,The Even Younger Prince,,M,D
Lord Gawen Swann,The Hedge Knight,592,,,,Lord,Gawen,Swann,,,,M,D
Henly,The Hedge Knight,592,,,,,Henly,,,,,M,D
"Ser Roland Crakehall, Of the Kingsguard",The Hedge Knight,593,,,,Ser,Roland,Crakehall,,Of the Kingsguard,,M,D
Lady Ashford,The Hedge Knight,593,,,,Lady,?,Ashford,,,,F,D
"Lord Florent, Blind Lord Florent",The Hedge Knight,595,,,,Lord,?,Florent,,Blind Lord Florent,,M,D
Ser Steffon Fossoway,The Hedge Knight,596,,,,Ser,Steffon,Fossoway,,,,M,D
Ser Grance Morrigen,The Hedge Knight,596,,,,Ser,Grance,Morrigen,,,,M,D
Raymun Fossoway,The Hedge Knight,596,,,,,Raymun,Fossoway,,,,M,D
"Lord Dondarrion, The First Lord Dondarrion",The Hedge Knight,600,,,,Lord,?,Dondarrion,,The First Lord Dondarrion,,M,D
Prince Rhaegel Targaryen,The Hedge Knight,601,,,,Prince,Rhaegel,Targaryen,,,,M,D
"Lord Stokeworth, At Ashford",The Hedge Knight,602,,,,Lord,?,Stokeworth,,At Ashford,,M,D
